"","小区名","地区","道路","厅室","面积","层数","联系人","月租"
"2613","新世界家园","福田-梅林","梅华路","1室1厅","46","7/10","阳艳",2280
"2614","深南花园","南山-科技园","科兴路11号","1室0厅","26","5/9","殷金华",1700
"2615","科苑居","南山-科技园","翠溪路","1室1厅","40","5/8","黄坤星",1100
"2616","平山村","南山-桃源村","丽山路","1室1厅","46","10/12","陈阿芳",1980
"2617","阳光带海滨城彩虹之岸(阳光带海滨城二期)","南山-科技园","高新南环路18号","1室1厅","48","11/13","杨彬",600
"2618","常丰花园","南山-南山中心","桃园路119号","1室0厅","28","2/5","杜文婷",700
"2619","贝丽花园","罗湖-翠竹","水贝二路47号","1室1厅","42","20/32","黄培发",1320
"2620","南国丽城","南山-西丽","留仙大道","1室0厅","23","3/9","黄汉清",2680
"2621","建新村","龙岗-大运","龙翔大道","1室0厅","32","3/9","淦鑫",900
"2622","科技园小区","南山-科技园","翠溪路1号","1室1厅","45","8/15","屈琼",1280
"2623","集瑞楼二区","龙华-龙华中心区","东环一路250号","1室0厅","27","6/10","李晓爱",1100
"2624","翠景大厦","罗湖-翠竹","田贝四路72号","1室0厅","30","3/8","李晓爱",1480
"2625","同富丽苑","龙华-大浪","华繁路165号","1室0厅","18","21/34","薛飞",1280
"2626","南海大厦","南山-南油","南山大道1110号","1室0厅","28","8/12","薛志远",4500
"2627","学府花园","南山-南山中心","学府路103号","1室1厅","45","2/10","陈德秀",1160
"2628","景民新城","龙岗-丹竹头","沙平南路112号","1室0厅","30","5/8","夏荣辉",1450
"2629","丹平小区","龙岗-丹竹头","沙平北路472号1巷","1室1厅","41","28/31","曾凡财",1400
"2630","西丽九祥岭","南山-西丽","南天路","1室2厅","56","20/24","洪鹏辉",1200
"2631","蓝月湾畔","南山-后海","海月路172号","1室1厅","158","8/25","黄秋宜",2780
"2632","邱屋小区","龙岗-龙岗中心城","鹏达路","1室0厅","26","6/8","沈建兵",550
"2633","聚豪国际","龙华-龙华中心区","东环二路","1室0厅","20","8/13","黄俊东",3000
"2634","嘉安达科技工业园","龙华-大浪","华繁路110号","1室1厅","32","10/16","马丽",1300
"2635","荔景名苑","宝安-西乡","创业路28号","1室1厅","45","10/18","温宇飞",1200
"2636","碧海湾花园","宝安-西乡","新湾路305号","1室1厅","42","2/10","陈德秀",600
"2637","星光之约花园","龙岗-坂田","五和大道南路30号","1室1厅","40","11/11","詹彩云",1350
"2638","大学城创客小镇","南山-桃源村","留仙大道1201号","1室0厅","28","3/6","成龙",950
"2639","桐林城市广场","福田-华强南","福宁街","1室0厅","35","2/12","吴明",2468
"2640","海湾明珠花园","宝安-西乡","西乡大道与新湾路交汇处","1室0厅","30","2/15","温维章",2500
"2641","时光里","龙岗-丹竹头","岭背路22号","1室1厅","34","24/31","刘权坊",1005
"2642","园博绿苑","福田-农科中心","侨香路3002号","1室0厅","32","2/12","周先林",2840
"2643","裕安居","宝安-新安","裕安二路125号","1室1厅","12","19/26","龙川林",2400
"2644","玉丰楼","福田-上步","东园路152号","1室0厅","30","18/26","黄国庭",1980
"2645","荷谷美苑","龙岗-龙岗中心城","高科西路","1室0厅","25","5/8","徐思秋",780
"2646","华业玫瑰四季二期","龙华-民治","中梅路","1室0厅","33","6/9","胡尚",1280
"2647","南新苑","南山-前海","南新路1845号","1室1厅","45","8/12","赵芳兴",1100
"2648","富源花园","宝安-宝安中心","翻身路91号","1室1厅","35","8/10","吴艳",1800
"2649","洪福雅苑","宝安-宝安中心","翻身路","1室1厅","45","17/22","陆荣生",600
"2650","广场北街小区","罗湖-蔡屋围","广场北街","1室0厅","20","19/43","刘星冉",1300
"2651","佳兆业大都汇","龙岗-布吉","龙岗大道","1室0厅","32","6/8","郭丹",670
"2652","鸿达兴花园","宝安-沙井","新沙路","1室0厅","26","3/9","徐教旭",2500
"2653","布吉中心花园","龙岗-布吉","政清路","1室0厅","15","7/8","刘巧",700
"2654","东滨华苑","南山-南油","东滨路3010号","1室0厅","30","2/6","林小晶",2840
"2655","中兴路18号小区","龙岗-坂田","中兴路18号","1室1厅","25","20/27","雷浩",1360
"2656","泰华豪园","宝安-西乡","富瑰路","1室1厅","40","10/33","肖芬连",2250
"2657","都市翠海华苑","宝安-新安","创业二路100号","1室0厅","35","10/16","阮绍洲",4000
"2658","圣淘沙骏园","宝安-西乡","西乡大道286号","1室0厅","26","8/12","陈德",2000
"2659","泰康轩","福田-车公庙","泰然四路118号","1室0厅","28","3/12","范巧纳",600
"2660","家和花园(南区)","龙岗-坂田","五和大道72号","1室1厅","36","6/8","冯仪敏",1980
"2661","金域豪庭三期","宝安-福永","福一路","1室0厅","30","3/4","钟小君",900
"2662","福鑫苑","福田-岗厦","福华路318号","1室1厅","46","6/12","苏料生",1580
"2663","中海阳光玫瑰园","南山-前海","前海路0333号","1室1厅","36","10/15","何伟萍",600
"2664","流塘阳光","宝安-西乡","前进二路23号","1室0厅","40","2/15","王洋",1200
"2665","裕康时尚名居","福田-石厦","石厦一街9号","1室0厅","28","6/12","舒秀花",4200
"2666","四十二区","宝安-宝安中心","兴华一路","1室0厅","30","8/10","罗银",1680
"2667","轻铁花园","宝安-西乡","新湖路","1室0厅","30","3/9","阿于大宝",1300
"2668","武警新花园","罗湖-泥岗","金湖路14号","1室1厅","33","3/7","张登辉",3200
"2669","绿景虹湾","福田-梅林","梅林路","1室0厅","25","11/12","江界",5000
"2670","潜龙鑫茂花园(A区)","龙华-梅林关口","民丰路","1室1厅","54","20/28","李雪斌",1450
"2671","城市东座","罗湖-莲塘","港莲路","1室0厅","38","5/8","朱鍵立",1360
"2672","恒大国香山","龙岗-丹竹头","丹沙路","1室0厅","32","3/9","淦鑫",1850
"2673","嘉兆花园","宝安-福永","三号路","1室0厅","25","2/6","张政",800
"2674","泰安轩","福田-车公庙","泰然四路","1室0厅","28","8/12","薛志远",1500
"2675","友谊大厦","罗湖-国贸","建设路1098号","1室0厅","35","9/17","林建委",1800
"2676","景园大厦","罗湖-蔡屋围","松园路88号","1室1厅","32","6/11","江小金",1500
"2677","海王大厦","南山-南油","南海大道2225号","1室1厅","45","23/31","鲁伟",950
"2678","宏威花园","福田-莲花","宏威路29号","1室1厅","38","14/16","曹亮亮",1290
"2679","荔枝花园","龙岗-丹竹头","南岭西路","1室0厅","28","3/8","苏慧云",800
"2680","白芒村","南山-西丽","沙河西路","1室1厅","45","21/29","陈海波",1250
"2681","花半里","龙岗-大运","清林路38号","1室0厅","32","16/32","李欣",1680
"2682","坤宜福苑","龙岗-平湖","凤凰大道","1室0厅","20","13/32","文杰",1200
"2683","科苑小区","南山-科技园","科伟路8号","1室0厅","29","10/14","万春",1300
"2684","御锦公馆","福田-梅林","广康路1号","1室1厅","37","22/26","刘钰",2500
"2685","华府馨居","福田-梅林","安得街5号","1室0厅","28","4/6","曾凤娇",2500
"2686","华源大厦","龙华-龙华中心区","宝华路","1室0厅","28","3/8","成观耀",900
"2687","文华居","宝安-西乡","麻布新村一巷1号","1室1厅","38","5/12","姚伟海",1500
"2688","东方明珠城","龙岗-龙岗中心城","龙河路19号","1室1厅","25","5/10","徐概",980
"2689","金港华庭","宝安-西乡","宝安大道4009号","1室1厅","42","10/16","余晓强",2000
"2690","合正汇一城","宝安-西乡","西乡大道","1室0厅","30","10/12","宋曼玲",1980
"2691","金域豪庭一期","宝安-福永","福一路","1室0厅","25","5/9","周卫",1780
"2692","翡翠华庭","宝安-新安","前进一路","1室1厅","45","12/15","黄小粹",1600
"2693","好来居","南山-南油","海德二道413号","1室0厅","28","6/12","翁晓洁",4800
"2694","裕安居","宝安-新安","裕安二路125号","1室0厅","30","3/5","余小玲",600
"2695","泛海拉菲花园(一期)","南山-前海","前海路","1室1厅","35","5/9","朱瑜",2030
"2696","金龙花园","龙岗-丹竹头","金坑北路7号","1室0厅","30","3/9","九别木乃",750
"2697","台湾花园","龙岗-坂田","吉华路","1室0厅","26","2/6","郭经龙",900
"2698","罗湖村","罗湖-人民南","人民南路1066号","1室1厅","46","10/12","陈阿芳",1500
"2699","联美新天地华府","龙岗-布吉","龙岗大道","1室1厅","48","11/13","杨彬",1350
"2700","碧水龙庭(一二期)","龙华-梅林关口","民康路","1室0厅","28","2/5","杜文婷",2000
"2701","共和花园","龙华-龙华中心区","东环一路","1室0厅","30","5/15","黎秋丽",800
"2702","中海阳光玫瑰园","南山-前海","前海路0333号","1室0厅","25","5/9","王飞",2488
"2703","万科俊园","罗湖-田贝","爱国路1001号","1室0厅","25","3/6","胡盛华",1500
"2704","长发新村","龙岗-坂田","五和大道","1室1厅","30","12/26","卢金花",1680
"2705","留仙居","南山-西丽","新高路19号","1室1厅","36","8/10","冯立鹏",1800
"2706","阳光荔景","南山-南山中心","南头街36号","1室0厅","30","3/8","李娜",9999
"2707","皇洲花园","福田-岗厦","滨河大道5004-10号","1室0厅","24","2/6","熊峰",1300
"2708","沙尾西村","福田-新洲","新洲路","1室1厅","42","8/10","韦素港",1500
"2709","后瑞华庭","宝安-宝安机场","新瑞路","1室1厅","40","6/12","张建天",1980
"2710","前海湾花园(二期)","南山-前海","港城路","1室1厅","42","9/15","杨冬杰",1280
"2711","英郡年华","龙岗-丹竹头","岭背路3号","1室0厅","30","3/6","申元元",850
"2712","金叶茗苑","宝安-宝安中心","翻身路","1室0厅","26","3/9","徐教旭",2500
"2713","怡然天地居","南山-桃源村","龙珠四路337号","1室1厅","40","6/8","黄映纯",1860
"2714","坳背路107号小区","龙岗-横岗","坳背路107号","1室1厅","37","15/30","林学宝",1350
"2715","利金城华侨新村公寓","龙华-民治","布龙路","1室1厅","40","6/9","李云芳",1000
"2716","万象新天一期","宝安-西乡","固戍二路","1室0厅","25","3/6","陈丘玉",1580
"2717","前海湾花园(一期)","南山-前海","港城路61号","1室0厅","32","4/8","李建飞",600
"2718","西丽九祥岭","南山-西丽","南天路","1室0厅","30","3/9","阿于大宝",1000
"2719","诺德假日花园","南山-前海","前海路0369号","1室1厅","42","10/17","洪振宇",600
"2720","科苑居","南山-科技园","翠溪路","1室0厅","30","2/6","何志娟",600
"2721","玖悦","宝安-新安","前进一路","1室0厅","25","2/5","祝林国",2500
"2722","南山工商物价大厦","南山-南头","深南大道10118号","1室0厅","28","5/11","吴明敏",1600
"2723","固戍花园","宝安-西乡","固戍一路889号","1室1厅","49","9/13","张琦",880
"2724","长圳新村","光明-公明","长凤路,近长祥路","1室0厅","32","7/8","冯立鹏",800
"2725","福民新村","福田-皇岗","福强路","1室1厅","45","5/10","徐善果",1880
"2726","美丽家园南区","龙华-龙华中心区","建设路","1室0厅","33","3/6","杨建",1500
"2727","固戍华庭","宝安-西乡","固戍一路38号","1室0厅","30","10/16","谭周亚",1000
"2728","景龙新村","龙华-龙华中心区","人民路","1室1厅","46","12/29","曹港",900
"2729","幸福城(一期)","龙华-清湖","清泉路","1室0厅","28","7/10","肖海峰",1500
"2730","深南花园","南山-科技园","科兴路11号","1室0厅","28","8/10","龙珍",1700
"2731","荔湖花苑","福田-园岭","红荔路1068号","1室1厅","60","3/60","孙艺",1450
"2732","城市杰座","福田-华强南","福华路216号","1室1厅","55","25/32","章馨",2400
"2733","平山村","南山-桃源村","丽山路","1室1厅","36","6/8","冯仪敏",1980
"2734","新华苑(二期)","龙华-龙华中心区","东环二路","1室0厅","30","3/9","陈建伟",1600
"2735","港侨新村","龙华-大浪","龙苑大道","1室0厅","30","2/6","林小晶",800
"2736","瑞尚居(富通1号国际)","宝安-西乡","航城大道","1室1厅","45","12/20","李龙辉",1280
"2737","向南新村","龙华-民治","民治大道","1室0厅","32","3/9","李娜",1380
"2738","儒骏城立方","龙岗-坂田","坂雪岗大道","1室0厅","30","3/6","陈佳伟",1480
"2739","东方半岛花园","龙岗-丹竹头","布龙路2号","1室0厅","28","3/6","曾橙",1400
"2740","南国丽城","南山-西丽","留仙大道","1室0厅","32","3/9","魏林林",2680
"2741","建新村","龙岗-大运","龙翔大道","1室0厅","26","3/7","李建飞",900
"2742","集瑞楼二区","龙华-龙华中心区","东环一路250号","1室1厅","45","8/12","张泽波",1100
"2743","翠景大厦","罗湖-翠竹","田贝四路72号","1室0厅","30","8/9","郭艳红",1480
"2744","南海大厦","南山-南油","南山大道1110号","1室0厅","30","6/13","吴泽文",4500
"2745","盛世江南","龙华-清湖","建设东路","1室0厅","27","7/12","杨欣",2999
"2746","学府花园","南山-南山中心","学府路103号","1室0厅","28","8/15","王创志",1160
"2747","丹平小区","龙岗-丹竹头","沙平北路472号1巷","1室0厅","33","5/9","郭丹",1400
"2748","沙尾西村","福田-新洲","新洲路","1室0厅","29","6/10","骆桂女",1780
"2749","西丽九祥岭","南山-西丽","南天路","1室1厅","40","5/8","卢红艺",1200
"2750","蓝月湾畔","南山-后海","海月路172号","1室0厅","33","6/10","戴文君",2780
"2751","万科金色家园","福田-景田","莲花路2018号","1室1厅","45","3/6","方伟杰",2680
"2752","碧海湾花园","宝安-西乡","新湾路305号","1室0厅","30","3/10","骆顺法",600
"2753","博岗大厦(壆岗大厦)","宝安-沙井","新沙路306号","1室0厅","28","7/15","李洋",700
"2754","大学城创客小镇","南山-桃源村","留仙大道1201号","1室0厅","35","13/15","欧阳再军",950
"2755","海湾明珠花园","宝安-西乡","西乡大道与新湾路交汇处","1室0厅","24","9/15","李文杰",2500
"2756","华联花园","南山-南油","南山大道1109号","1室0厅","30","3/10","刘格",600
"2757","裕安居","宝安-新安","裕安二路125号","1室1厅","40","6/10","龙珍",600
"2758","万科第五园(四期)","龙岗-坂田","南坑北路","1室0厅","32","5/8","詹琪",1000
"2759","潜龙花园","龙华-民治","民治大道217号","1室0厅","32","9/14","周剑华",1400
"2760","金龙豪庭","龙岗-丹竹头","金坑北路3号","1室1厅","32","19/30","陈沃强",1350
"2761","富豪花园","龙岗-坂田","坂雪岗大道","1室0厅","35","5/26","郑今年",2250
"2762","华盛观荟","龙华-龙华区政府","泗黎路51号","1室0厅","36","3/10","彭思敏",4000
"2763","欧意轩花园","龙岗-龙岗中心城","龙城大道138号","1室0厅","24","9/24","刘堂",1200
"2764","美庐锦园","南山-华侨城","石洲中路25号","1室0厅","35","3/7","吕峰",2000
"2765","创兴时代","龙岗-坂田","里浦街3号","1室1厅","28","13/14","林燕",2000
"2766","科苑居","南山-科技园","翠溪路","1室1厅","24","15/30","刘钰",880
"2767","前海金岸","南山-南头","桃园路122-5号","1室1厅","48","6/12","李新伟",1000
"2768","保利悦都","龙华-清湖","龙观东路","1室1厅","45","7/10","曾琪",1550
"2769","传麒景苑","福田-景田","北环大道7011号","1室1厅","40","5/12","黄坤星",1200
"2770","幸福华府","罗湖-蔡屋围","宝安南路","1室1厅","34","20/26","朱亚辉",600
"2771","水口花园","宝安-新安","前进一路","1室0厅","20","10/12","江界",800
"2772","现代之窗大厦","福田-华强北","福田区华强北路1078号","1室0厅","30","21/32","许盛涛",5000
"2773","华荣路58号小区","龙华-大浪","华荣路58号","1室0厅","29","5/7","李奇贤",1450
