"","小区名","厅室","面积","朝向","装饰","电梯","楼层","周边","总价","单价"
"2873","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2874","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2875","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2876","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2877","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2878","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2879","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2880","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2881","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2882","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2883","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2884","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2885","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2886","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2887","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2888","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2889","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2890","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2891","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2892","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2893","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2894","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2895","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2896","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2897","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2898","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2899","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2900","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2901","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2902","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2903","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2904","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2905","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2906","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2907","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2908","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2909","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2910","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2911","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2912","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2913","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2914","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2915","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2916","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2917","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2918","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2919","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2920","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2921","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2922","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2923","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2924","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2925","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2926","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2927","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2928","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2929","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2930","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2931","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2932","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2933","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2934","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2935","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2936","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2937","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2938","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2939","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2940","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2941","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2942","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2943","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2944","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2945","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2946","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2947","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2948","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2949","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2950","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2951","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2952","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2953","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2954","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2955","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2956","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2957","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2958","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2959","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2960","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2961","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2962","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2963","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2964","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2965","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2966","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2967","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2968","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2969","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2970","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2971","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2972","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2973","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2974","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2975","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2976","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2977","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2978","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2979","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2980","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2981","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2982","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2983","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2984","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2985","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2986","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2987","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2988","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2989","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2990","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2991","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2992","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2993","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2994","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2995","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2996","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
